,INSTNM,MD_FAMINC,RPY_3YR_RT,SAT_AVG,ACTCMMID
5993,Buckner Barber School,11211,PrivacySuppressed,,
5994,Simmons College of Kentucky,9743,,,
5995,Atelier Esthetique Institute of Esthetics,17160,0.5965665236,,
5996,Advanced College of Cosmetology,21043.5,0.3818181818,,
5997,North American University,25859,0.156626506,,
5998,Entourage Institute of Beauty and Esthetics,20168.5,0.320754717,,
5999,United Beauty College,9608,,,
6000,Cinta Aveda Institute,19806,0.5288135593,,
6001,Long Island Nail & Skin Care Institute,16342.5,0.5225225225,,
6002,Southern California Health Institute,14996,0.4811529933,,
6003,Best Care College,22252,PrivacySuppressed,,
6004,First Class Cosmetology School,11511.5,0.218487395,,
6005,Millennia Atlantic University,PrivacySuppressed,PrivacySuppressed,,
6006,Abcott Institute,10323.5,0.1046511628,,
6007,The Salon Professional Academy-Kenosha,20654,0.4358974359,,
6008,Paul Mitchell the School-Indianapolis,30537,0.453125,,
6009,Taylor Andrews Academy-St George,24214,0.4108527132,,
6010,Seymour Beauty Academy,8559,PrivacySuppressed,,
6011,Protege Academy,19357,0.2222222222,,
6012,Colorado Academy of Veterinary Technology,18753,0.35,,
6013,Northeast Technical Institute,20534,0.44140625,,
6014,Academy for Salon Professionals,19147.5,0.6060606061,,
6015,Elite School of Cosmetology,12592,0.2745098039,,
6016,Paul Mitchell the School-Las Vegas,24351.5,0.5390946502,,
6017,Summit Salon Academy-Kokomo,19507,0.3490566038,,
6018,Hair Academy,10632.5,,,
6019,Florida Academy,17391,0.4911242604,,
6020,Institute for Doctoral Studies in the Visual Arts,,,,
6021,State Career College,12715,0.1688311688,,
6022,Academy for Salon Professionals,18402,0.641221374,,
6023,Paul Mitchell the School-Spokane,23000,0.4028776978,,
6024,J Renee College,22199,0.4318181818,,
6025,National Personal Training Institute of Colorado,21931.5,0.6377952756,,
6026,National Personal Training Institute of Colorado,21931.5,0.6377952756,,
6027,International College of Beauty Arts & Sciences,8723,PrivacySuppressed,,
6028,The Salon Professional Academy-Shorewood,19995.5,0.5,,
6029,John Paul the Great Catholic University,74361,0.7659574468,1088.0,25.0
6030,Independence University,13120,0.20256745,,
6031,National American University-Tulsa,17982,0.2421296296,,
6032,National American University-Centennial,17982,0.2421296296,,
6033,National American University-Lee's Summit,17982,0.2421296296,,
6034,National American University-Colorado Springs South,17982,0.2421296296,,
6035,Salter College-Chicopee,14198.5,0.3343949045,,
6036,Chamberlain University-Missouri,46046,0.595370464,,
6037,Chamberlain University-Texas,46046,0.595370464,,
6038,Continental School of Beauty Culture-Mattydale,16234,0.3609360936,,
6039,Carrington College-Pomona,18013,0.3887273902,,
6040,Altierus Career College-Atlanta West,13632,0.178956229,,
6041,Broadview University-Boise,26923.5,0.3427895981,,
6042,Paul Mitchell the School-Columbia,23585.5,0.3973288815,,
6043,Paul Mitchell the School-Charleston,23585.5,0.3973288815,,
6044,Kenneth Shuler School of Cosmetology-Greenville,16560.5,0.2664974619,,
6045,South University-Accelerated Graduate Programs,20000,0.2547585843,,
6046,South University-The Art Institute of Fort Worth,20000,0.2547585843,,
6047,South University-Novi,20000,0.2547585843,,
6048,Northwest College-Eugene,17784,0.2794486216,,
6049,Northwest College-Tualatin,17784,0.2794486216,,
6050,Harrison College-Morrisville,16626,0.2274305556,,
6051,Trend Setters' Academy of Beauty Culture-Louisville,12494,0.2264808362,,
6052,National University College-Caguas,0,0.29225,,
6053,Beauty Schools of America,9851,0.2595499738,,
6054,CET-Soledad,13272,0.3120107962,,
6055,United Education Institute-UEI College San Marcos,10993.5,0.2426105153,,
6056,Houston Training Schools-Southwest,12718,,,
6057,Vanguard College of Cosmetology-Metairie,18821,0.5287671233,,
6058,United Education Institute-Anaheim,10993.5,0.2426105153,,
6059,New England Tractor Trailer Training School of Massachusetts,22507.5,0.4592889908,,
6060,Utah College of Massage Therapy-Vegas,18583.5,0.4162136611,,
6061,Utah College of Massage Therapy-Tempe,18583.5,0.4162136611,,
6062,Utah College of Massage Therapy-Phoenix,18583.5,0.4162136611,,
6063,Utah College of Massage Therapy-Westminster,18583.5,0.4162136611,,
6064,Utah College of Massage Therapy-Aurora,18583.5,0.4162136611,,
6065,Dewey University-Manati,0,PrivacySuppressed,,
6066,Baltimore School of Massage-York,18797,0.351782364,,
6067,Allen School-Phoenix,14427,0.2817098809,,
6068,Oklahoma Technical College,17680,0.335538184,,
6069,Midwest Technical Institute-Moline,16417,0.2828070175,,
6070,Unitech Training Academy-Alexandria,12519,0.395465995,,
6071,Unitech Training Academy-Lake Charles,12519,0.395465995,,
6072,Aveda Institute-Los Angeles,21830,0.4267857143,,
6073,UEI College-Riverside,9983,0.2214072263,,
6074,WellSpring School of Allied Health-Lawrence,22781,0.5311004785,,
6075,The Art Institute of Wisconsin,16797,0.2254649322,,
6076,Brown Mackie College-Birmingham,16301.5,0.2868142445,,
6077,Manuel and Theresa's School of Hair Design-Victoria,20880,0.141025641,,
6078,Tricoci University of Beauty Culture-Chicago NE,15564,0.3884297521,,
6079,Azusa Pacific University College,44669,0.6398247056,,
6080,Minneapolis Media Institute,19546,0.3664739884,,
6081,CollegeAmerica-Phoenix,13117,0.1169102296,,
6082,Stevens-Henager College,13117,0.1169102296,,
6083,Avalon School of Cosmetology-Phoenix,23353,0.3393708294,,
6084,Avalon School of Cosmetology-Layton,23353,0.3393708294,,
6085,Hair Design Institute,21163,0.4466463415,,
6086,Hair Design Institute,21163,0.4466463415,,
6087,All-State Career School-Allied Health Campus,11610,0.2617062219,,
6088,Aveda Institute-Des Moines,37296,0.5833333333,,
6089,Fortis Institute-Lawrenceville,16166,0.3538083538,,
6090,Relay Graduate School of Education,PrivacySuppressed,,,
6091,Brown Mackie College-Oklahoma City,16301.5,0.2868142445,,
6092,Miller-Motte Technical College-Macon,12270,0.2626924836,,
6093,Miller-Motte Technical College-Gulfport,12270,0.2626924836,,
6094,International Culinary Center-California,25786,0.7881619938,,
6095,South University-Savannah Online,20000,0.2547585843,,
6096,Fortis College-Montgomery,14377,0.22402472,,
6097,Miller-Motte Technical College-Roanoke,12000,0.1943711522,,
6098,Whitworth University-Adult Degree Programs,63155,0.7342465753,,
6099,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,PrivacySuppressed,,,
6100,American Broadcasting School-Online Program,13897,0.2622222222,,
6101,Springfield College-School of Professional and Continuing Studies,46944.5,0.5502502888,,
6102,Marian Health Careers Center-Van Nuys Campus,26319,0.5069124424,,
6103,Sanford-Brown College-Brooklyn Center,,0.3651315789,,
6104,Milan Institute-Las Vegas,12561,0.2476060192,,
6105,Virginia College-Savannah,13816,0.1902896021,,
6106,Virginia College-Columbus,13816,0.1902896021,,
6107,Donna's Academy of Hair Design,37536,0.525,,
6108,Catholic Distance University,39957.5,,,
6109,New York School of Esthetics & Day Spa,23214.5,0.6666666667,,
6110,Panache Academy of Beauty,20763,0.54,,
6111,ASI Career Institute,15309,0.4,,
6112,Midwest Technical Institute-Ridgeland,16417,0.2828070175,,
6113,Christine Valmy International School of Esthetics & Cosmetology,26968,0.5625,,
6114,City College-Hollywood,14979,0.2153157633,,
6115,Paul Mitchell the School-Arlington,24337.5,0.4402116402,,
6116,Rocky Mountain University of Health Professions,,,,
6117,Christie's Education,,,,
6118,Palmetto Beauty School,13855,0.1926605505,,
6119,Paul Mitchell the School-Fort Myers,20818.5,0.4214876033,,
6120,Paul Mitchell the School-Raleigh,28744,0.3333333333,,
6121,Stella and Charles Guttman Community College,17952,PrivacySuppressed,,
6122,Lil Lou's Beauty and Barber College LLC,8000,PrivacySuppressed,,
6123,Bryan University,13311,0.1768292683,,
6124,Virginia College-Tulsa,13816,0.1902896021,,
6125,Criswell College,32296.5,0.3846153846,,
6126,Virginia College-Knoxville,13816,0.1902896021,,
6127,Columbia Academy of Cosmetology,10853,0.1176470588,,
6128,Beverly Hills Design Institute,14257.5,PrivacySuppressed,,
6129,Global Institute,0,,,
6130,Reflections Academy of Beauty,10861,0.5416666667,,
6131,UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,14312.5,0.3453355155,,
6132,Bryant & Stratton College-Akron,15184,0.1873163434,,
6133,Annenberg School of Nursing,PrivacySuppressed,PrivacySuppressed,,
6134,American Medical Academy,24826,0.4838709677,,
6135,Tooele Technical College,25487.5,,,
6136,Chamberlain University-Georgia,46046,0.595370464,,
6137,Chamberlain University-Indiana,46046,0.595370464,,
6138,Carrington College-Mesquite,24244.5,0.4466248038,,
6139,Sessions College for Professional Design,18828,PrivacySuppressed,,
6140,Virginia College-Shreveport,13816,0.1902896021,,
6141,Tulsa Welding School-Jacksonville,20300,0.3273514851,,
6142,Empire Beauty School-Virginia Beach,13614,0.2604951561,,
6143,Ross Medical Education Center-Morgantown,15505.5,0.3016591252,,
6144,Paul Mitchell the School-Ogden,24829.5,0.4013605442,,
6145,Golf Academy of America-Dallas,13816,0.1902896021,,
6146,Utah College of Massage Therapy-Dallas,18583.5,0.4162136611,,
6147,Miami Ad School-New York,24014,0.7317073171,,
6148,WestMed College,19069,0.5258964143,,
6149,Larry's Barber College,0,0.1219512195,,
6150,Futura Career Institute,0,,,
6151,Flair Beauty College,22383.5,0.6666666667,,
6152,Eternity Cosmetology School Corp,0,0.5177304965,,
6153,Tri-State Institute of Hair Design,19576.5,PrivacySuppressed,,
6154,Vogue College of Cosmetology-San Antonio Fredericksburg,14868,0.4269662921,,
6155,Vogue College of Cosmetology,17089,0.3698630137,,
6156,Tomorrow's Image Barber And Beauty Academy of Virginia,3906,PrivacySuppressed,,
6157,College of International Esthetics Inc,24831.5,0.7086092715,,
6158,Medical Allied Career Center,23541,0.3235294118,,
6159,Bais HaMedrash and Mesivta of Baltimore,47372,,,
6160,Long Island Barber Institute,11631.5,0.1967213115,,
6161,Salon Institute-Toledo Campus,34560,0.4695652174,,
6162,Curve Metric School of Hair Design,15584,,,
6163,Athena Career Academy,18058,0.2052401747,,
6164,Yeshiva Gedolah Zichron Leyma,PrivacySuppressed,,,
6165,The Barber School,25032,0.4247787611,,
6166,Be'er Yaakov Talmudic Seminary,18000,,,
6167,RGV Careers,20231,0.3353658537,,
6168,Alexander Academy,6788,0.2638888889,,
6169,LeMelange Academy of Hair,21629,0.6037735849,,
6170,Aveda Institute-Tucson,27875,0.5398230088,,
6171,Ambiance Beauty & Barber Academy Inc,13662,PrivacySuppressed,,
6172,Diamond Beauty College,5036,,,
6173,Unitek College,30776,0.6564885496,,
6174,University Academy of Hair Design,20412,0.35,,
6175,Florida Institute of Recording Sound and Technology,22890,0.4121212121,,
6176,New Dimensions Beauty Academy Inc,21788,0.5348837209,,
6177,Paul Mitchell the School-Reno,21051.5,0.4590163934,,
6178,Boise Barber College,17605,0.3855421687,,
6179,Austin Kade Academy,17061,0.399122807,,
6180,Aesthetic Science Institute,30831,0.6493506494,,
6181,Elaine Sterling Institute,16359,0.4795918367,,
6182,Wade Gordon Hairdressing Academy,20196,0.3142857143,,
6183,Mitsu Sato Hair Academy,24437,0.4615384615,,
6184,SAE Institute of Technology-Los Angeles,17404,0.4794520548,,
6185,Florida Vocational Institute,3335,0.609375,,
6186,SAE Institute of Technology-Atlanta,15921,0.2450331126,,
6187,Academy di Firenze,PrivacySuppressed,PrivacySuppressed,,
6188,SAE Institute of Technology-Miami,17596,0.3043478261,,
6189,Colorado State University-Global Campus,38728,0.5407960199,,
6190,Paul Mitchell the School-Overland Park,22041,0.3962264151,,
6191,Medspa Academies,31472,0.6594202899,,
6192,Brighton Institute of Cosmetology,30964,PrivacySuppressed,,
6193,West Coast University-Dallas,29657,0.69375,,
6194,Stevens-Henager College,13120,0.20256745,,
6195,National American University-Bellevue,17982,0.2421296296,,
6196,National American University-Burnsville,17982,0.2421296296,,
6197,National American University-Mesquite,17982,0.2421296296,,
6198,Empire Beauty School-Savannah,12594.5,0.2591424968,,
6199,Ogle School Hair Skin Nails-Denton,19379,0.3418693982,,
6200,Empire Beauty School-West Greensboro,13614,0.2604951561,,
6201,California College San Diego,20944.5,0.2054901961,,
6202,Jolie Hair and Beauty Academy-Northfield,13537.5,0.3535911602,,
6203,Hays Academy of Hair Design,24157,0.4868421053,,
6204,Bellus Academy,23753,0.5360230548,,
6205,Cortiva Institute-Seattle,20765,0.5861344538,,
6206,MotoRing Technical Training Institute,19612.5,0.5483870968,,
6207,Columbia College,3102,0.75,,
6208,Unitek College,30776,0.6564885496,,
6209,Pennsylvania State University-World Campus,61924,0.6791956399,1061.0,25.0
6210,Medical Career Institute,17160,0.3666666667,,
6211,Advance Beauty Techs Academy,14371,0.2878787879,,
6212,Montage Academy,22601,0.34375,,
6213,Brand College,,,,
6214,Hinton Barber and Beauty College,20219,0.3571428571,,
6215,Advanced Career Institute,12590,0.4262295082,,
6216,Digital Film Academy,16688.5,0.3939393939,,
6217,MyComputerCareer.edu-Raleigh,27716.5,0.7147651007,,
6218,Kaplan University-Augusta Campus,18320,0.2559600944,,
6219,South University-Austin,20000,0.2547585843,,
6220,South University-Cleveland,20000,0.2547585843,,
6221,Bryant & Stratton College-Online,15184,0.1873163434,,
6222,Virginia College-Florence,13816,0.1902896021,,
6223,Ogle School Hair Skin Nails-San Antonio,19379,0.3418693982,,
6224,Elizabethtown College School of Continuing and Professional Studies,79305.5,0.7891459075,,
6225,Ideal Beauty Academy,18000,0.2807017544,,
6226,Minnesota School of Cosmetology-Plymouth Campus,23941,0.4779005525,,
6227,Mercyhurst University-North East Campus,51028,0.5353756382,,
6228,Warner Pacific College Adult Degree Program,35115,0.4925373134,,
6229,Platt College-Riverside,21293,0.3419607843,,
6230,Savannah Law School,,0.4406779661,,
6231,Empire Beauty School-Glen Burnie,14099,0.2879914984,,
6232,Altierus Career College-Woodbridge,16858,0.2770767613,,
6233,International School of Cosmetology-Toni & Guy Hairdressing Academy,19621,0.4492440605,,
6234,United Education Institute-UEI College Stockton,10993.5,0.2426105153,,
6235,American National University-Canton,14666.5,0.1601953602,,
6236,Vatterott College-Fairview Heights,10937.5,0.1369707661,,
6237,Ross Medical Education Center-Dayton,15232.5,0.3171806167,,
6238,Ross Medical Education Center-Ontario,17342,0.3100107643,,
6239,Ross Medical Education Center-Bowling Green,16094,0.2767894084,,
6240,Florida Institute of Technology-Online,30032,0.3697735192,,
6241,Rasmussen College-Kansas,25123.5,0.3513632366,,
6242,Columbia Institute,3102,0.75,,
6243,School of Missionary Aviation Technology,31595,PrivacySuppressed,,
6244,Ace Cosmetology and Barber Training Center,2869,PrivacySuppressed,,
6245,California Miramar University,22320,PrivacySuppressed,,
6246,Rocky Vista University,,,,
6247,Virginia College-Greensboro,13816,0.1902896021,,
6248,The College of Health Care Professions-Dallas,18699,0.3424317618,,
6249,The College of Health Care Professions-Fort Worth,19726,0.3218982276,,
6250,Shear Finesse Hairstyling Academy,12408,PrivacySuppressed,,
6251,Miami Media School,10759,0.2790697674,,
6252,Academy of Salon Professionals,24753.5,PrivacySuppressed,,
6253,CyberTex Institute of Technology,17984,0.2653061224,,
6254,New England Tractor Trailer Training School of CT-Bridgeport,16600.5,0.3757934829,,
6255,Gemini School of Visual Arts & Communication,24000,PrivacySuppressed,,
6256,Designer Barber & Stylist School,14077,PrivacySuppressed,,
6257,Paul Mitchell the School-Woodbridge,23659,0.3950617284,,
6258,College of the Muscogee Nation,11802.5,,,
6259,The Salon Professional Academy-Huntsville,14969,0.4137931034,,
6260,Midwives College of Utah,28631.5,PrivacySuppressed,,
6261,Aspen Beauty Academy of Laurel,13806.5,0.4042553191,,
6262,M T Training Center,7000,PrivacySuppressed,,
6263,Berks Career & Technology Center,37334,PrivacySuppressed,,
6264,Future Generations University,PrivacySuppressed,,,
6265,Carthage R9 School District-Carthage Technical Center,20562,PrivacySuppressed,,
6266,Grace Mission University,21455,,,
6267,PCCTI IT and Healthcare,19063,0.4590163934,,
6268,Sotheby's Institute of Art-NY,,,,
6269,Top Nails & Hair Beauty School,14864,,,
6270,Santa Ana Beauty College,7901,,,
6271,Shepherds College,12645,PrivacySuppressed,,
6272,Woodruff Medical Training and Testing,11106,PrivacySuppressed,,
6273,Helms College,15042.5,0.1888888889,,
6274,American Academy of Personal Training,24619,0.625,,
6275,Ukiah Adult School,28020,,,
6276,Riverside County Office of Education-School of Career Education,15262,,,
6277,Institute of Health Sciences,28369,PrivacySuppressed,,
6278,Mid-South Christian College,PrivacySuppressed,,,
6279,Advanced Computing Institute,0,PrivacySuppressed,,
6280,New York Institute of Beauty,26288,PrivacySuppressed,,
6281,Xavier College School of Nursing,25836.5,PrivacySuppressed,,
6282,Lawrence & Company College of Cosmetology,17810,PrivacySuppressed,,
6283,Kaizen Beauty Academy,19308.5,PrivacySuppressed,,
6284,Southern Texas Careers Academy,13981.5,0.1666666667,,
